channel_id,niche_id,channel_name,channel_url,subscriber_count,total_videos,avg_views,format_type,language,country,description,last_scraped,status
CH8923,N090,N090 Channel 23,https://www.youtube.com/@n090channel23,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8924,N090,N090 Channel 24,https://www.youtube.com/@n090channel24,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8925,N090,N090 Channel 25,https://www.youtube.com/@n090channel25,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8926,N090,N090 Channel 26,https://www.youtube.com/@n090channel26,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8927,N090,N090 Channel 27,https://www.youtube.com/@n090channel27,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8928,N090,N090 Channel 28,https://www.youtube.com/@n090channel28,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8929,N090,N090 Channel 29,https://www.youtube.com/@n090channel29,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8930,N090,N090 Channel 30,https://www.youtube.com/@n090channel30,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8931,N090,N090 Channel 31,https://www.youtube.com/@n090channel31,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8932,N090,N090 Channel 32,https://www.youtube.com/@n090channel32,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8933,N090,N090 Channel 33,https://www.youtube.com/@n090channel33,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8934,N090,N090 Channel 34,https://www.youtube.com/@n090channel34,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8935,N090,N090 Channel 35,https://www.youtube.com/@n090channel35,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8936,N090,N090 Channel 36,https://www.youtube.com/@n090channel36,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8937,N090,N090 Channel 37,https://www.youtube.com/@n090channel37,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8938,N090,N090 Channel 38,https://www.youtube.com/@n090channel38,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8939,N090,N090 Channel 39,https://www.youtube.com/@n090channel39,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8940,N090,N090 Channel 40,https://www.youtube.com/@n090channel40,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8941,N090,N090 Channel 41,https://www.youtube.com/@n090channel41,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8942,N090,N090 Channel 42,https://www.youtube.com/@n090channel42,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8943,N090,N090 Channel 43,https://www.youtube.com/@n090channel43,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8944,N090,N090 Channel 44,https://www.youtube.com/@n090channel44,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8945,N090,N090 Channel 45,https://www.youtube.com/@n090channel45,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8946,N090,N090 Channel 46,https://www.youtube.com/@n090channel46,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8947,N090,N090 Channel 47,https://www.youtube.com/@n090channel47,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8948,N090,N090 Channel 48,https://www.youtube.com/@n090channel48,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8949,N090,N090 Channel 49,https://www.youtube.com/@n090channel49,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8950,N090,N090 Channel 50,https://www.youtube.com/@n090channel50,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8951,N090,N090 Channel 51,https://www.youtube.com/@n090channel51,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8952,N090,N090 Channel 52,https://www.youtube.com/@n090channel52,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8953,N090,N090 Channel 53,https://www.youtube.com/@n090channel53,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8954,N090,N090 Channel 54,https://www.youtube.com/@n090channel54,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8955,N090,N090 Channel 55,https://www.youtube.com/@n090channel55,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8956,N090,N090 Channel 56,https://www.youtube.com/@n090channel56,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8957,N090,N090 Channel 57,https://www.youtube.com/@n090channel57,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8958,N090,N090 Channel 58,https://www.youtube.com/@n090channel58,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8959,N090,N090 Channel 59,https://www.youtube.com/@n090channel59,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8960,N090,N090 Channel 60,https://www.youtube.com/@n090channel60,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8961,N090,N090 Channel 61,https://www.youtube.com/@n090channel61,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8962,N090,N090 Channel 62,https://www.youtube.com/@n090channel62,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8963,N090,N090 Channel 63,https://www.youtube.com/@n090channel63,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8964,N090,N090 Channel 64,https://www.youtube.com/@n090channel64,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8965,N090,N090 Channel 65,https://www.youtube.com/@n090channel65,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8966,N090,N090 Channel 66,https://www.youtube.com/@n090channel66,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8967,N090,N090 Channel 67,https://www.youtube.com/@n090channel67,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8968,N090,N090 Channel 68,https://www.youtube.com/@n090channel68,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8969,N090,N090 Channel 69,https://www.youtube.com/@n090channel69,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8970,N090,N090 Channel 70,https://www.youtube.com/@n090channel70,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8971,N090,N090 Channel 71,https://www.youtube.com/@n090channel71,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8972,N090,N090 Channel 72,https://www.youtube.com/@n090channel72,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8973,N090,N090 Channel 73,https://www.youtube.com/@n090channel73,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8974,N090,N090 Channel 74,https://www.youtube.com/@n090channel74,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8975,N090,N090 Channel 75,https://www.youtube.com/@n090channel75,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8976,N090,N090 Channel 76,https://www.youtube.com/@n090channel76,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8977,N090,N090 Channel 77,https://www.youtube.com/@n090channel77,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8978,N090,N090 Channel 78,https://www.youtube.com/@n090channel78,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8979,N090,N090 Channel 79,https://www.youtube.com/@n090channel79,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8980,N090,N090 Channel 80,https://www.youtube.com/@n090channel80,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8981,N090,N090 Channel 81,https://www.youtube.com/@n090channel81,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8982,N090,N090 Channel 82,https://www.youtube.com/@n090channel82,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8983,N090,N090 Channel 83,https://www.youtube.com/@n090channel83,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8984,N090,N090 Channel 84,https://www.youtube.com/@n090channel84,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8985,N090,N090 Channel 85,https://www.youtube.com/@n090channel85,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8986,N090,N090 Channel 86,https://www.youtube.com/@n090channel86,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8987,N090,N090 Channel 87,https://www.youtube.com/@n090channel87,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8988,N090,N090 Channel 88,https://www.youtube.com/@n090channel88,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8989,N090,N090 Channel 89,https://www.youtube.com/@n090channel89,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8990,N090,N090 Channel 90,https://www.youtube.com/@n090channel90,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8991,N090,N090 Channel 91,https://www.youtube.com/@n090channel91,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8992,N090,N090 Channel 92,https://www.youtube.com/@n090channel92,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8993,N090,N090 Channel 93,https://www.youtube.com/@n090channel93,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8994,N090,N090 Channel 94,https://www.youtube.com/@n090channel94,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8995,N090,N090 Channel 95,https://www.youtube.com/@n090channel95,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8996,N090,N090 Channel 96,https://www.youtube.com/@n090channel96,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8997,N090,N090 Channel 97,https://www.youtube.com/@n090channel97,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8998,N090,N090 Channel 98,https://www.youtube.com/@n090channel98,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH8999,N090,N090 Channel 99,https://www.youtube.com/@n090channel99,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
CH9000,N090,N090 Channel 100,https://www.youtube.com/@n090channel100,5000,,,talking_head,en,US,Pending research - N090 niche channel,2026-04-16,pending_verification
