channel_id,niche_id,channel_name,channel_url,subscriber_count,total_videos,avg_views,format_type,language,country,description,last_scraped,status
CH2258,N023,Laurie Wang,https://www.youtube.com/@LaurieWang,50000,200,3000,Monologue,en,UK,Social media and digital marketing strategy,2026-04-16,active
CH2259,N023,Davie Fogarty,https://www.youtube.com/@DavieFogarty,500000,200,50000,Monologue,en,AU,Social media ecommerce and DTC marketing,2026-04-16,active
CH2260,N023,Exposure Ninja,https://www.youtube.com/@ExposureNinja,200000,500,15000,Monologue,en,UK,Digital and social media marketing education,2026-04-16,active
CH2261,N023,Wes McDowell,https://www.youtube.com/@WesMcDowell,300000,300,20000,Monologue,en,US,Small business social and digital marketing,2026-04-16,active
CH2262,N023,ThinkMediaPodcast,https://www.youtube.com/@ThinkMediaPodcast,100000,200,10000,Monologue/Podcast,en,US,Social media and video marketing strategy,2026-04-16,active
CH2263,N023,Social Media Minute with Laura Kuhn,https://www.youtube.com/@LauraKuhn,10000,100,2000,Monologue,en,US,Quick social media marketing advice,2026-04-16,active
CH2264,N023,Jason Pantana,https://www.youtube.com/@JasonPantana,50000,200,5000,Monologue,en,US,Real estate social media marketing,2026-04-16,active
CH2265,N023,Chalene Johnson,https://www.youtube.com/@ChaleneJohnson,500000,1000,10000,Monologue,en,US,Social media marketing and business coaching,2026-04-16,active
CH2266,N023,Dennis Yu,https://www.youtube.com/@DennisYu,30000,200,3000,Monologue,en,US,Facebook ads and social media marketing expert,2026-04-16,active
CH2267,N023,Molly Pittman,https://www.youtube.com/@MollyPittman,20000,100,3000,Monologue,en,US,Digital advertising and social strategy,2026-04-16,active
CH2268,N023,Wave.video,https://www.youtube.com/@WaveVideo,30000,200,2000,Monologue/Tutorial,en,US,Social media video creation platform,2026-04-16,active
CH2269,N023,Canva (Social Media),https://www.youtube.com/@canva,500000,500,15000,Monologue/Tutorial,en,AU,Design for social media marketing,2026-04-16,active
CH2270,N023,Jasmine Star,https://www.youtube.com/@JasmineStar,300000,300,10000,Monologue,en,US,Social media strategy and brand building,2026-04-16,active
CH2271,N023,Brandi Mowles,https://www.youtube.com/@BrandiMowles,50000,200,5000,Monologue,en,US,Facebook ads and social media freelancing,2026-04-16,active
CH2272,N023,Erin On Demand,https://www.youtube.com/@ErinOnDemand,100000,200,8000,Monologue,en,US,Digital marketing and social media careers,2026-04-16,active
CH2273,N023,Peng Joon,https://www.youtube.com/@PengJoon,300000,300,15000,Monologue,en,MY,Social media marketing and content strategy,2026-04-16,active
CH2274,N023,Digital Deepak,https://www.youtube.com/@DigitalDeepak,300000,500,10000,Monologue,en,IN,Digital and social media marketing India,2026-04-16,active
CH2275,N023,Social Savannah,https://www.youtube.com/@SocialSavannah,30000,100,3000,Monologue,en,US,Social media strategy for creators,2026-04-16,active
CH2276,N023,Phil Pallen,https://www.youtube.com/@PhilPallen,50000,200,3000,Monologue,en,US,Personal branding on social media,2026-04-16,active
CH2277,N023,Alex Cattoni (Social),https://www.youtube.com/@AlexCattoni,400000,300,30000,Monologue,en,US,Copywriting for social media marketing,2026-04-16,active
CH2278,N023,Ben Heath - Facebook Ads,https://www.youtube.com/@BenHeath,200000,300,15000,Monologue,en,UK,Facebook and Instagram advertising expert,2026-04-16,active
CH2279,N023,Andrea Vahl,https://www.youtube.com/@AndreaVahl,20000,200,2000,Monologue,en,US,Facebook marketing and social media comedy,2026-04-16,active
CH2280,N023,Louise Myers Visual Social Media,https://www.youtube.com/@LouiseMyers,15000,100,2000,Monologue,en,US,Visual content for social media,2026-04-16,active
CH2281,N023,Social Media Sandra,https://www.youtube.com/@SocialMediaSandra,10000,80,2000,Monologue,en,US,Practical social media tips for businesses,2026-04-16,active
CH2282,N023,Socially Inclined,https://www.youtube.com/@SociallyInclined,20000,100,3000,Monologue,en,US,Social media content ideas and templates,2026-04-16,active
CH2283,N023,Millie Adrian,https://www.youtube.com/@MillieAdrian,100000,200,8000,Monologue,en,US,Social media management as a business,2026-04-16,active
CH2284,N023,Steph Taylor,https://www.youtube.com/@StephTaylor,50000,200,3000,Monologue,en,AU,Social media and digital marketing strategy,2026-04-16,active
CH2285,N023,Jason Wardrop,https://www.youtube.com/@JasonWardrop,200000,500,10000,Monologue,en,US,Social media lead generation and automation,2026-04-16,active
CH2286,N023,Dara Denney,https://www.youtube.com/@DaraDenney,100000,200,10000,Monologue,en,US,Performance marketing and paid social,2026-04-16,active
CH2287,N023,Alex Garcia - Marketing Examined,https://www.youtube.com/@MarketingExamined,50000,100,10000,Monologue,en,US,Social media case studies and strategy,2026-04-16,active
CH2288,N023,Descript (Social Video),https://www.youtube.com/@Descript,100000,200,10000,Monologue/Tutorial,en,US,Video editing for social media creators,2026-04-16,active
CH2289,N023,Kapwing (Social Content),https://www.youtube.com/@Kapwing,100000,300,8000,Monologue/Tutorial,en,US,Social media content creation tools,2026-04-16,active
CH2290,N023,Morning Brew,https://www.youtube.com/@MorningBrew,200000,200,20000,Monologue,en,US,Business and social media marketing news,2026-04-16,active
CH2291,N023,Iman Gadzhi,https://www.youtube.com/@ImanGadzhi,3000000,200,500000,Monologue,en,UK,Social media marketing agency building,2026-04-16,active
CH2292,N023,Jordan Platten,https://www.youtube.com/@JordanPlatten,300000,200,20000,Monologue,en,UK,SMMA social media marketing agency,2026-04-16,active
CH2293,N023,Charlie Morgan,https://www.youtube.com/@CharlieMorgan,200000,200,20000,Monologue,en,UK,Social media lead gen and agency,2026-04-16,active
CH2294,N023,Affluent Academy,https://www.youtube.com/@AffluentAcademy,50000,100,5000,Monologue,en,US,Social media marketing agency growth,2026-04-16,active
CH2295,N023,Nick Theriot,https://www.youtube.com/@NickTheriot,50000,100,5000,Monologue,en,US,Facebook ads and paid social strategy,2026-04-16,active
CH2296,N023,Savvy Social Podcast,https://www.youtube.com/@SavvySocial,10000,200,1500,Monologue/Podcast,en,US,Social media strategies for entrepreneurs,2026-04-16,active
CH2297,N023,Mike Gingerich,https://www.youtube.com/@MikeGingerich,15000,200,2000,Monologue,en,US,Small business social media marketing,2026-04-16,active
CH2298,N023,Andrew Ethan Zeng,https://www.youtube.com/@AndrewEthanZeng,100000,200,8000,Monologue,en,AU,Social media marketing and ad strategies,2026-04-16,active
CH2299,N023,Eric Siu - Leveling Up,https://www.youtube.com/@EricSiu,100000,500,5000,Monologue/Podcast,en,US,Digital marketing and social media growth,2026-04-16,active
CH2300,N023,Marketing Harry,https://www.youtube.com/@MarketingHarry,200000,200,20000,Monologue,en,UK,Viral marketing and social media case studies,2026-04-16,active
