channel_id,niche_id,channel_name,channel_url,subscriber_count,total_videos,avg_views,format_type,language,country,description,last_scraped,status
CH3714,N038,York Cardiology,https://www.youtube.com/@YorkCardiology,300000,300,20000,Monologue,en,GB,Cardiologist explaining heart conditions and cardiovascular health,2026-04-16,active
CH3715,N038,Violin MD,https://www.youtube.com/@ViolinMD,300000,200,30000,Monologue,en,US,Doctor combining music and medical education content,2026-04-16,active
CH3716,N038,Vik Veer ENT Surgeon,https://www.youtube.com/@VikVeer,200000,200,10000,Monologue,en,GB,ENT surgeon explaining ear nose and throat conditions,2026-04-16,active
CH3717,N038,Dr. Pradip Jamnadas MD,https://www.youtube.com/@DrPradipJamnadas,800000,100,500000,Monologue,en,US,Interventional cardiologist explaining heart and metabolic health,2026-04-16,active
CH3718,N038,Doctor Mike Hansen,https://www.youtube.com/@DoctorMikeHansen,500000,300,30000,Monologue,en,US,Pulmonologist explaining lung conditions and internal medicine,2026-04-16,active
CH3719,N038,Dr. Brandon Beaber,https://www.youtube.com/@DrBrandonBeaber,100000,200,10000,Monologue,en,US,Neurologist explaining brain and neurological conditions,2026-04-16,active
CH3720,N038,Dr. Davin Lim,https://www.youtube.com/@DrDavinLim,500000,300,30000,Monologue,en,AU,Dermatologist explaining skin conditions and treatments,2026-04-16,active
CH3721,N038,Dr. Diana Girnita Rheumatologist,https://www.youtube.com/@DrDianaGirnita,100000,200,5000,Monologue,en,US,Rheumatologist explaining autoimmune conditions,2026-04-16,active
CH3722,N038,citizensurgeon,https://www.youtube.com/@citizensurgeon,50000,100,5000,Monologue,en,US,Surgeon explaining surgical procedures and medical education,2026-04-16,active
CH3723,N038,Doctor Nosa,https://www.youtube.com/@DoctorNosa,200000,200,15000,Monologue,en,GB,Doctor explaining health topics with engaging presentation,2026-04-16,active
CH3724,N038,Connected Rheumatology,https://www.youtube.com/@ConnectedRheumatology,30000,100,3000,Monologue,en,US,Rheumatology education and autoimmune disease explanation,2026-04-16,active
CH3725,N038,Eye Channel Dr Audrey Tai,https://www.youtube.com/@EyeChannel,50000,100,5000,Monologue,en,SG,Eye surgeon explaining ophthalmic conditions,2026-04-16,active
CH3726,N038,Dr. Milhouse (Down There Urology),https://www.youtube.com/@DownThereUrology,100000,100,10000,Monologue,en,US,Urologist explaining urological health with humor,2026-04-16,active
CH3727,N038,Doctor Ricky,https://www.youtube.com/@DoctorRicky,100000,200,5000,Monologue,en,US,Doctor explaining medical topics in accessible format,2026-04-16,active
CH3728,N038,Dr. Vivek Joshi,https://www.youtube.com/@DrVivekJoshi,200000,300,10000,Monologue,en,IN,Doctor explaining medical conditions and health education,2026-04-16,active
CH3729,N038,Prev Med (Dr. Brewer),https://www.youtube.com/@PrevMed,200000,300,10000,Monologue,en,US,Preventive medicine doctor explaining cardiovascular health,2026-04-16,active
CH3730,N038,Shannon Wong MD,https://www.youtube.com/@ShannonWongMD,50000,100,5000,Monologue,en,US,Physician explaining medical conditions and health topics,2026-04-16,active
CH3731,N038,Dr. Sam Bailey,https://www.youtube.com/@DrSamBailey,400000,300,30000,Monologue,en,NZ,Doctor explaining medical topics and health commentary,2026-04-16,active
CH3732,N038,Doctor Khalid,https://www.youtube.com/@DoctorKhalid,100000,200,5000,Monologue,en,GB,Doctor explaining common medical conditions,2026-04-16,active
CH3733,N038,Dr. Mudgil,https://www.youtube.com/@DrMudgil,50000,100,5000,Monologue,en,US,Dermatologist explaining skin health and conditions,2026-04-16,active
CH3734,N038,Dr. Syl,https://www.youtube.com/@DrSyl,50000,100,5000,Monologue,en,US,Doctor explaining medical conditions with case studies,2026-04-16,active
CH3735,N038,The Doctors Bjorkman,https://www.youtube.com/@DoctorsBjorkman,50000,100,5000,Monologue,en,US,Husband-wife doctor duo explaining health topics,2026-04-16,active
CH3736,N038,Dr. Alo,https://www.youtube.com/@DrAlo,50000,100,5000,Monologue,en,US,Doctor explaining medical conditions and treatments,2026-04-16,active
CH3737,N038,Oncology Brothers,https://www.youtube.com/@OncologyBrothers,50000,100,5000,Monologue,en,US,Oncologists explaining cancer conditions and treatments,2026-04-16,active
CH3738,N038,Rheumatology 101,https://www.youtube.com/@Rheumatology101,30000,80,3000,Monologue,en,US,Dr. Isabelle Amigues explaining rheumatic conditions,2026-04-16,active
CH3739,N038,The Junior Doctor,https://www.youtube.com/@TheJuniorDoctor,100000,100,10000,Monologue,en,GB,Junior doctor explaining medical career and health topics,2026-04-16,active
CH3740,N038,Dr. Antonio Webb,https://www.youtube.com/@DrAntonioWebb,1070000,200,80000,Monologue,en,US,Orthopedic spine surgeon explaining conditions and inspiring,2026-04-16,active
CH3741,N038,Dr. Don Colbert MD,https://www.youtube.com/@DrDonColbert,100000,300,10000,Monologue,en,US,MD explaining health conditions with faith-based perspective,2026-04-16,active
CH3742,N038,Top Doctors UK,https://www.youtube.com/@TopDoctorsUK,100000,300,5000,Monologue,en,GB,UK specialist doctors explaining medical conditions,2026-04-16,active
CH3743,N038,Doctor Adeel,https://www.youtube.com/@DoctorAdeel,100000,200,5000,Monologue,en,GB,Doctor explaining medical conditions and health tips,2026-04-16,active
CH3744,N038,Doctor Raga,https://www.youtube.com/@DoctorRaga,100000,200,5000,Monologue,en,IN,Doctor explaining medical conditions accessibly,2026-04-16,active
CH3745,N038,Dr. Nora GP,https://www.youtube.com/@DrNora,50000,100,5000,Monologue,en,AU,GP and cosmetic doctor explaining health topics,2026-04-16,active
CH3746,N038,Greg Davis MD ENT,https://www.youtube.com/@GregDavisMD,50000,100,5000,Monologue,en,US,ENT surgeon explaining ear nose and throat conditions,2026-04-16,active
CH3747,N038,Rod Rohrich MD Plastic Surgeon,https://www.youtube.com/@DrRohrich,30000,80,3000,Monologue,en,US,Plastic surgeon explaining procedures and surgical science,2026-04-16,active
CH3748,N038,Antonio the Optometrist,https://www.youtube.com/@AntonioOptometrist,50000,100,5000,Monologue,en,US,Optometrist explaining eye conditions and vision health,2026-04-16,active
CH3749,N038,Doctor Abdul Mannan GP,https://www.youtube.com/@DrAbdulMannan,50000,100,5000,Monologue,en,GB,GP explaining common medical conditions and treatments,2026-04-16,active
CH3750,N038,EYE Surgeon,https://www.youtube.com/@EYESurgeon,50000,100,5000,Monologue,en,US,Ophthalmologist explaining eye surgery and conditions,2026-04-16,active
CH3751,N038,Doctor Yazan,https://www.youtube.com/@DoctorYazan,50000,80,5000,Monologue,en,US,Doctor explaining medical topics and health commentary,2026-04-16,active
CH3752,N038,Ravi Kanojia,https://www.youtube.com/@RaviKanojia,200000,200,10000,Monologue,en,IN,Doctor explaining mental and physical health conditions,2026-04-16,active
CH3753,N038,Doctor A,https://www.youtube.com/@DoctorA,50000,100,5000,Monologue,en,US,Physician explaining medical conditions and health science,2026-04-16,active
CH3754,N038,Doctor Kenji,https://www.youtube.com/@DoctorKenji,50000,100,5000,Monologue,en,US,Doctor explaining medical conditions with Japanese perspective,2026-04-16,active
CH3755,N038,Doctor Bolad Cardiology,https://www.youtube.com/@DoctorBolad,50000,80,5000,Monologue,en,US,Cardiologist explaining heart conditions and treatments,2026-04-16,active
CH3756,N038,The Social Doctor,https://www.youtube.com/@TheSocialDoctor,30000,50,3000,Monologue,en,US,Doctor using social media to explain medical conditions,2026-04-16,active
CH3757,N038,The SIBO Doctor,https://www.youtube.com/@TheSIBODoctor,50000,100,5000,Monologue,en,AU,Doctor specializing in SIBO and gut health explanation,2026-04-16,active
CH3758,N038,Doctor Neha,https://www.youtube.com/@DoctorNeha,30000,80,3000,Monologue,en,US,Doctor explaining health conditions with empathy focus,2026-04-16,active
CH3759,N038,Dr. John Campbell,https://www.youtube.com/@DrJohnCampbell,3000000,2000,100000,Monologue,en,GB,Nurse educator explaining medical research and health conditions,2026-04-16,active
CH3760,N038,Dr. Sten Ekberg,https://www.youtube.com/@drekberg,3500000,800,300000,Monologue,en,US,Holistic doctor explaining health conditions and root causes,2026-04-16,active
CH3761,N038,Dr. Ken Berry MD,https://www.youtube.com/@KenDBerryMD,3000000,1500,100000,Monologue,en,US,Family physician explaining medical conditions and proper diet,2026-04-16,active
CH3762,N038,Dr. Gundry,https://www.youtube.com/@DrGundry,2000000,500,100000,Monologue,en,US,Heart surgeon explaining gut health and medical conditions,2026-04-16,active
CH3763,N038,ZDoggMD,https://www.youtube.com/@ZDoggMD,500000,500,30000,Monologue,en,US,Doctor explaining medical topics with comedy and commentary,2026-04-16,active
CH3764,N038,Dr. Glaucomflecken,https://www.youtube.com/@DGlaucomflecken,1000000,200,200000,Monologue,en,US,Ophthalmologist with medical comedy and healthcare commentary,2026-04-16,active
CH3765,N038,Chubbyemu,https://www.youtube.com/@Chubbyemu,3000000,200,1000000,Monologue,en,US,Toxicology and medical case presentation stories,2026-04-16,active
CH3766,N038,Dr. Dray,https://www.youtube.com/@DrDray,1500000,500,100000,Monologue,en,US,Dermatologist explaining skin care and skin conditions,2026-04-16,active
CH3767,N038,Dr. Gary Linkov,https://www.youtube.com/@DrGaryLinkov,500000,300,30000,Monologue,en,US,Plastic surgeon explaining facial procedures and health,2026-04-16,active
CH3768,N038,Dr. Cellini (surgical content),https://www.youtube.com/@DrCellini,200000,200,15000,Monologue,en,US,Surgeon explaining surgical procedures and medical science,2026-04-16,active
CH3769,N038,The Doctors (TV show channel),https://www.youtube.com/@TheDoctors,2000000,3000,20000,Monologue,en,US,Medical TV show with doctor panel explaining health topics,2026-04-16,active
CH3770,N038,Dr. Oz,https://www.youtube.com/@DoctorOz,3000000,3000,30000,Monologue,en,US,Cardiothoracic surgeon explaining health conditions and wellness,2026-04-16,active
CH3771,N038,Dr. Jason Fung,https://www.youtube.com/@JasonFungMD,500000,200,100000,Monologue,en,CA,Nephrologist explaining kidney conditions and fasting science,2026-04-16,active
CH3772,N038,Dr. Daniel Amen,https://www.youtube.com/@DrDanielAmen,500000,500,30000,Monologue,en,US,Psychiatrist explaining brain health and SPECT imaging,2026-04-16,active
CH3773,N038,Dr. Tracey Marks (medical),https://www.youtube.com/@DrTraceyMarks,1200000,500,100000,Monologue,en,US,Psychiatrist explaining mental health conditions and treatments,2026-04-16,active
CH3774,N038,Dr. David Perlmutter,https://www.youtube.com/@DavidPerlmutterMD,200000,400,15000,Monologue,en,US,Neurologist explaining brain conditions and neurological health,2026-04-16,active
CH3775,N038,Dr. Jolene Brighten,https://www.youtube.com/@DrJoleneBrighten,200000,200,15000,Monologue,en,US,Naturopathic doctor explaining womens hormonal health,2026-04-16,active
CH3776,N038,Dr. Natasha Campbell-McBride,https://www.youtube.com/@DrNatasha,50000,50,5000,Monologue,en,GB,GAPS diet creator explaining gut and brain connection,2026-04-16,active
CH3777,N038,Dr. Sarah Chen,https://www.youtube.com/@DrSarahChen,50000,80,5000,Monologue,en,US,Doctor explaining common medical conditions and health,2026-04-16,active
CH3778,N038,Medmastery,https://www.youtube.com/@Medmastery,300000,500,10000,Monologue,en,AT,Medical education platform explaining clinical skills,2026-04-16,active
CH3779,N038,Osmosis,https://www.youtube.com/@Osmosis,2000000,1000,30000,Monologue,en,US,Medical education explaining diseases and conditions animated,2026-04-16,active
CH3780,N038,Ninja Nerd,https://www.youtube.com/@NinjaNerd,2000000,500,100000,Monologue,en,US,Medical education explaining pathology and conditions in depth,2026-04-16,active
CH3781,N038,Dr. Matt and Dr. Mike,https://www.youtube.com/@DrMattDrMike,500000,200,30000,Monologue,en,AU,Two doctors explaining medical and health science topics,2026-04-16,active
CH3782,N038,Michigan Foot Doctors,https://www.youtube.com/@MichiganFootDoctors,800000,500,50000,Monologue,en,US,Podiatrists explaining foot conditions and treatments,2026-04-16,active
CH3783,N038,Dr. Steven Park (sleep medicine),https://www.youtube.com/@DrStevenPark,64000,300,3000,Monologue,en,US,ENT and sleep doctor explaining breathing and sleep conditions,2026-04-16,active
CH3784,N038,WMN Doctors,https://www.youtube.com/@WMNDoctors,30000,80,3000,Monologue,en,US,Women doctors explaining health conditions and medical careers,2026-04-16,active
CH3785,N038,Love Obstetrics Gynaecology,https://www.youtube.com/@LoveObsGyn,50000,100,5000,Monologue,en,AU,OB-GYN explaining pregnancy and womens health conditions,2026-04-16,active
CH3786,N038,Dr. Gustavo E. Galante,https://www.youtube.com/@DrGustavo,30000,50,3000,Monologue,en,US,Doctor explaining surgical conditions and procedures,2026-04-16,active
CH3787,N038,IMG Secrets,https://www.youtube.com/@IMGSecrets,100000,200,5000,Monologue,en,US,International medical graduate advice and medical education,2026-04-16,active
CH3788,N038,YouTube Surgeon,https://www.youtube.com/@YouTubeSurgeon,50000,100,5000,Monologue,en,US,Surgeon explaining surgical procedures and medical science,2026-04-16,active
CH3789,N038,Doctor On Holiday,https://www.youtube.com/@DoctorOnHoliday,30000,50,3000,Monologue,en,GB,Doctor explaining medical topics in relaxed travel setting,2026-04-16,active
CH3790,N038,The Eye Surgeon,https://www.youtube.com/@TheEyeSurgeon,50000,100,5000,Monologue,en,GB,Ophthalmologist explaining eye conditions and surgery,2026-04-16,active
CH3791,N038,MarcKatz MD,https://www.youtube.com/@MarcKatzMD,30000,80,3000,Monologue,en,US,Doctor explaining medical conditions with clinical perspective,2026-04-16,active
CH3792,N038,John Pilcher Bariatric Surgeon,https://www.youtube.com/@JohnPilcherMD,30000,80,3000,Monologue,en,US,Bariatric surgeon explaining weight loss surgery and conditions,2026-04-16,active
CH3793,N038,Dutton Optometry,https://www.youtube.com/@DuttonOptometry,50000,100,5000,Monologue,en,US,Optometrist explaining eye conditions and vision care,2026-04-16,active
CH3794,N038,Vibe Optometry,https://www.youtube.com/@VibeOptometry,30000,80,3000,Monologue,en,US,Modern optometry explaining eye health conditions,2026-04-16,active
CH3795,N038,drgursev Pediatric Surgery,https://www.youtube.com/@drgursev,50000,100,5000,Monologue,en,IN,Pediatric surgeon explaining childrens surgical conditions,2026-04-16,active
CH3796,N038,Uday Devgan (eye surgery),https://www.youtube.com/@UdayDevgan,80000,200,5000,Monologue,en,US,Ophthalmologist explaining cataract and eye surgery,2026-04-16,active
CH3797,N038,Dr. Oz (medical commentary),https://www.youtube.com/@DoctorOz,3000000,3000,30000,Monologue,en,US,Medical doctor providing health commentary and explanations,2026-04-16,active
CH3798,N038,The Doctors Kitchen (medical),https://www.youtube.com/@TheDoctorsKitchen,100000,200,10000,Monologue,en,GB,NHS doctor explaining culinary medicine and nutrition,2026-04-16,active
CH3799,N038,Dr. Rachael Ross,https://www.youtube.com/@DrRachaelRoss,200000,200,10000,Monologue,en,US,Doctor explaining health conditions and sexual health,2026-04-16,active
CH3800,N038,SciShow (medical science),https://www.youtube.com/@SciShow,7000000,3000,100000,Monologue,en,US,Science channel regularly explaining medical conditions and research,2026-04-16,active
