channel_id,niche_id,channel_name,channel_url,subscriber_count,total_videos,avg_views,format_type,language,country,description,last_scraped,status
CH4427,N045,Philosophy Matters,https://www.youtube.com/@PhilosophyMatters,50000,100,5000,Monologue,en,US,Why philosophy matters for everyday living,2026-04-16,active
CH4428,N045,Wireless Philosophy,https://www.youtube.com/@WirelessPhilosophy,200000,200,5000,Monologue,en,US,Animated philosophy education from academic experts,2026-04-16,active
CH4429,N045,Bite-sized Philosophy,https://www.youtube.com/@BiteSizedPhilosophy,200000,500,5000,Monologue,en,US,Bite-sized philosophical clips and wisdom,2026-04-16,active
CH4430,N045,SisyphusRedeemed,https://www.youtube.com/@SisyphusRedeemed,50000,500,2000,Monologue,en,US,Deep philosophical lectures on existentialism and meaning,2026-04-16,active
CH4431,N045,Hamza Ahmed (Stoic),https://www.youtube.com/@Hamza97,2500000,300,200000,Monologue,en,GB,Applied Stoicism and philosophy for masculine self-improvement,2026-04-16,active
CH4432,N045,Better Ideas (philosophy),https://www.youtube.com/@BetterIdeas,2000000,100,300000,Monologue,en,CA,Philosophical approaches to modern life challenges,2026-04-16,active
CH4433,N045,Improvement Pill (Stoic),https://www.youtube.com/@ImprovementPill,3000000,200,200000,Monologue,en,US,Animated Stoic philosophy and ancient wisdom applied,2026-04-16,active
CH4434,N045,Art of Improvement (philosophy),https://www.youtube.com/@ArtOfImprovement,2000000,200,200000,Monologue,en,US,Animated philosophical wisdom for self-improvement,2026-04-16,active
CH4435,N045,Better Than Yesterday (philosophy),https://www.youtube.com/@BetterThanYesterday,2000000,100,500000,Monologue,en,US,Animated philosophical stories for personal growth,2026-04-16,active
CH4436,N045,Practical Psychology (philosophy),https://www.youtube.com/@PracticalPsychology,3500000,300,200000,Monologue,en,US,Psychology and philosophy intersection animated,2026-04-16,active
CH4437,N045,Captain Sinbad (philosophy),https://www.youtube.com/@CaptainSinbad,500000,100,100000,Monologue,en,CA,Cinematic philosophy and applied Stoic wisdom,2026-04-16,active
CH4438,N045,Struthless (philosophy),https://www.youtube.com/@Struthless,1500000,200,200000,Monologue,en,AU,Creative philosophy and existential humor,2026-04-16,active
CH4439,N045,Nathaniel Drew (philosophy),https://www.youtube.com/@NathanielDrew,1500000,200,200000,Monologue,en,US,Philosophical exploration of meaning and intentional living,2026-04-16,active
CH4440,N045,Chris Williamson (philosophy),https://www.youtube.com/@ChrisWillx,2000000,500,100000,Monologue/Interview,en,GB,Modern Wisdom philosophy conversations with experts,2026-04-16,active
CH4441,N045,Tom Bilyeu (philosophy),https://www.youtube.com/@TomBilyeu,4000000,1000,50000,Monologue/Interview,en,US,Philosophy of mindset and human potential exploration,2026-04-16,active
CH4442,N045,Jay Shetty (Stoic wisdom),https://www.youtube.com/@JayShetty,4000000,500,200000,Monologue,en,US,Ancient monastic wisdom applied to modern life,2026-04-16,active
CH4443,N045,Matt D Avella (philosophy),https://www.youtube.com/@MattDAvella,3500000,300,500000,Monologue,en,US,Minimalist philosophy and Stoic simplicity applied,2026-04-16,active
CH4444,N045,Ali Abdaal (Stoic productivity),https://www.youtube.com/@aliabdaal,5000000,500,500000,Monologue,en,GB,Stoic and philosophical approaches to productivity,2026-04-16,active
CH4445,N045,Sadhguru (philosophy),https://www.youtube.com/@Sadhguru,12000000,3000,100000,Monologue,en,IN,Eastern philosophy and yogic wisdom for modern life,2026-04-16,active
CH4446,N045,Eckhart Tolle (philosophy),https://www.youtube.com/@EckhartTolle,2000000,500,50000,Monologue,en,CA,Spiritual philosophy of presence and consciousness,2026-04-16,active
CH4447,N045,Alan Watts (legacy),https://www.youtube.com/@AlanWatts,500000,500,30000,Monologue,en,US,Eastern philosophy lectures and Zen wisdom,2026-04-16,active
CH4448,N045,The Drunken Philosopher,https://www.youtube.com/@TheDrunkenPhilosopher,30000,50,3000,Monologue,en,US,Casual philosophical discussion and applied wisdom,2026-04-16,active
CH4449,N045,Gonzo Philosophy,https://www.youtube.com/@GonzoPhilosophy,30000,50,3000,Monologue,en,US,Gonzo-style philosophical exploration and commentary,2026-04-16,active
CH4450,N045,Freedom Philosophy,https://www.youtube.com/@FreedomPhilosophy,30000,50,3000,Monologue,en,US,Philosophy of freedom and libertarian thinking,2026-04-16,active
CH4451,N045,Philosophical Techne,https://www.youtube.com/@PhilosophicalTechne,30000,50,2000,Monologue,en,US,Technical philosophy education and analysis,2026-04-16,active
CH4452,N045,Philosophy Workout,https://www.youtube.com/@PhilosophyWorkout,20000,30,2000,Monologue,en,US,Exercising philosophical thinking and applied wisdom,2026-04-16,active
CH4453,N045,practicable philosophy,https://www.youtube.com/@practicable,20000,30,2000,Monologue,en,US,Practical and actionable philosophy education,2026-04-16,active
CH4454,N045,Technology Philosopher,https://www.youtube.com/@TechPhilosopher,20000,30,2000,Monologue,en,US,Philosophy of technology and modern digital life,2026-04-16,active
CH4455,N045,Mukul Shah (philosophy),https://www.youtube.com/@MukulShah,20000,30,2000,Monologue,en,IN,Indian philosophy and applied wisdom education,2026-04-16,active
CH4456,N045,Friction philosophy,https://www.youtube.com/@Friction,30000,50,3000,Monologue,en,US,Philosophy of friction growth and applied struggle,2026-04-16,active
CH4457,N045,HaugenMetaphilosophy,https://www.youtube.com/@HaugenMetaphilosophy,20000,30,2000,Monologue,en,US,Metaphilosophy and deep philosophical analysis,2026-04-16,active
CH4458,N045,The Philosopher,https://www.youtube.com/@ThePhilosopher,20000,30,2000,Monologue,en,US,Core philosophical topics and thinker analysis,2026-04-16,active
CH4459,N045,Teach Philosophy,https://www.youtube.com/@TeachPhilosophy,30000,50,2000,Monologue,en,US,Teaching philosophy and applied ethical reasoning,2026-04-16,active
CH4460,N045,Philosophy and Ethics,https://www.youtube.com/@PhilosophyAndEthics,20000,30,2000,Monologue,en,US,Ethics and philosophical reasoning education,2026-04-16,active
CH4461,N045,The Debaucherous Dweeb,https://www.youtube.com/@TheDebaucherousDweeb,20000,30,2000,Monologue,en,US,Philosophy and cultural commentary with humor,2026-04-16,active
CH4462,N045,Riddick Book of Philosophy,https://www.youtube.com/@RiddickBoP,20000,30,2000,Monologue,en,US,Philosophical book reviews and applied wisdom,2026-04-16,active
CH4463,N045,Psych2Go (Stoic),https://www.youtube.com/@Psych2Go,11000000,1500,300000,Monologue,en,US,Stoic psychology and philosophical wisdom animated,2026-04-16,active
CH4464,N045,HealthyGamerGG (philosophy),https://www.youtube.com/@HealthyGamerGG,1500000,500,200000,Monologue,en,US,Dr. K applying Hindu and Buddhist philosophy to modern life,2026-04-16,active
CH4465,N045,Rewirs (Stoic),https://www.youtube.com/@Rewirs,2000000,200,100000,Monologue,en,US,Stoic mindset and philosophical self-improvement,2026-04-16,active
CH4466,N045,Satori Prime (philosophy),https://www.youtube.com/@SatoriPrime,50000,100,5000,Monologue,en,US,Deep philosophical exploration and Stoic wisdom,2026-04-16,active
CH4467,N045,Lmentalist (philosophy),https://www.youtube.com/@Lmentalist,50000,80,5000,Monologue,en,US,Philosophical mental models and Stoic thinking,2026-04-16,active
CH4468,N045,Kyosophy (applied philosophy),https://www.youtube.com/@Kyosophy,30000,50,3000,Monologue,en,US,Applied philosophy for wisdom and self-mastery,2026-04-16,active
CH4469,N045,Plum Village (Buddhist philosophy),https://www.youtube.com/@PlumVillage,500000,500,20000,Monologue,en,FR,Thich Nhat Hanh Buddhist philosophy for daily life,2026-04-16,active
CH4470,N045,Mooji (non-dual philosophy),https://www.youtube.com/@Mooji,800000,500,20000,Monologue,en,GB,Non-dual philosophy and self-inquiry teachings,2026-04-16,active
CH4471,N045,Rupert Spira (philosophy),https://www.youtube.com/@RupertSpira,500000,500,15000,Monologue,en,GB,Non-dual philosophy of consciousness and awareness,2026-04-16,active
CH4472,N045,Michael Singer (philosophy),https://www.youtube.com/@MichaelSinger,200000,100,20000,Monologue,en,US,Untethered Soul philosophy of surrender and awareness,2026-04-16,active
CH4473,N045,Deepak Chopra (philosophy),https://www.youtube.com/@DeepakChopra,500000,500,10000,Monologue,en,US,Vedantic philosophy and consciousness exploration,2026-04-16,active
CH4474,N045,Mindvalley (philosophy),https://www.youtube.com/@Mindvalley,3000000,1000,50000,Monologue,en,US,Applied philosophy from personal growth thought leaders,2026-04-16,active
CH4475,N045,Evan Carmichael (philosophy),https://www.youtube.com/@EvanCarmichael,3500000,5000,20000,Monologue,en,CA,Philosophy of success and achievement from great leaders,2026-04-16,active
CH4476,N045,Brendon Burchard (philosophy),https://www.youtube.com/@BrendonBurchard,2000000,1000,30000,Monologue,en,US,High performance philosophy and applied wisdom,2026-04-16,active
CH4477,N045,Robin Sharma (philosophy),https://www.youtube.com/@RobinSharma,2000000,500,20000,Monologue,en,CA,Leadership philosophy and wisdom-based living,2026-04-16,active
CH4478,N045,Tony Robbins (philosophy),https://www.youtube.com/@TonyRobbins,2000000,500,30000,Monologue,en,US,Applied philosophy for peak performance and meaning,2026-04-16,active
CH4479,N045,Brian Tracy (philosophy),https://www.youtube.com/@BrianTracy,1500000,1000,20000,Monologue,en,US,Philosophical principles for professional and personal success,2026-04-16,active
CH4480,N045,Simon Sinek (philosophy),https://www.youtube.com/@SimonSinek,4000000,500,100000,Monologue,en,US,Purpose philosophy and infinite game thinking,2026-04-16,active
CH4481,N045,Jordan Peterson (philosophy applied),https://www.youtube.com/@JordanBPeterson,7000000,500,200000,Monologue,en,CA,Maps of Meaning and applied existential philosophy,2026-04-16,active
CH4482,N045,Jocko Willink (Stoic discipline),https://www.youtube.com/@JockoWillink,1500000,500,30000,Monologue,en,US,Warrior Stoicism and disciplined philosophy of ownership,2026-04-16,active
CH4483,N045,Mark Manson (philosophy),https://www.youtube.com/@MarkManson,1000000,200,50000,Monologue,en,US,Existential philosophy applied to not giving a damn,2026-04-16,active
CH4484,N045,Dan Koe (philosophy),https://www.youtube.com/@DanKoe,1000000,200,100000,Monologue,en,US,One-person business philosophy and applied wisdom,2026-04-16,active
CH4485,N045,Ankur Warikoo (philosophy),https://www.youtube.com/@warikoo,5000000,500,200000,Monologue,en,IN,Indian philosophical wisdom applied to modern life,2026-04-16,active
CH4486,N045,John Fish (philosophy),https://www.youtube.com/@JohnFish,500000,200,30000,Monologue,en,CA,Harvard student exploring philosophy and meaning of life,2026-04-16,active
CH4487,N045,Teal Swan (philosophy),https://www.youtube.com/@TealSwan,1500000,1000,30000,Monologue,en,US,Spiritual philosophy and existential exploration,2026-04-16,active
CH4488,N045,Infinite Waters (philosophy),https://www.youtube.com/@InfiniteWaters,1000000,2000,30000,Monologue,en,GB,Deep philosophical and spiritual wisdom education,2026-04-16,active
CH4489,N045,Mel Robbins (mindset philosophy),https://www.youtube.com/@MelRobbins,4000000,500,300000,Monologue,en,US,Applied philosophical frameworks for mindset change,2026-04-16,active
CH4490,N045,Dr. Julie Smith (philosophical),https://www.youtube.com/@DrJulieSmith,600000,200,50000,Monologue,en,GB,Philosophical psychology for self-understanding,2026-04-16,active
CH4491,N045,Dr. Gabor Mate (philosophy),https://www.youtube.com/@DrGaborMate,500000,200,50000,Monologue,en,CA,Compassionate philosophy of trauma and human nature,2026-04-16,active
CH4492,N045,Grant Cardone (10X philosophy),https://www.youtube.com/@GrantCardone,3000000,3000,30000,Monologue,en,US,10X philosophy of massive action and ambition,2026-04-16,active
CH4493,N045,Gary Vaynerchuk (philosophy),https://www.youtube.com/@garyvee,4000000,5000,50000,Monologue,en,US,Entrepreneurial philosophy and patience vs. ambition,2026-04-16,active
CH4494,N045,Marie Forleo (philosophy),https://www.youtube.com/@marieforleo,800000,500,30000,Monologue,en,US,Everything is Figureoutable philosophy and applied wisdom,2026-04-16,active
CH4495,N045,Lewis Howes (philosophy),https://www.youtube.com/@LewisHowes,1500000,1000,20000,Monologue/Interview,en,US,School of Greatness philosophy through interviews,2026-04-16,active
CH4496,N045,Tim Ferriss (philosophy),https://www.youtube.com/@TimFerriss,1000000,500,30000,Monologue/Interview,en,US,Stoic philosophy and applied wisdom from top performers,2026-04-16,active
CH4497,N045,Cinema Therapy (philosophy),https://www.youtube.com/@CinemaTherapy,1500000,200,200000,Monologue,en,US,Philosophical and psychological lessons from films,2026-04-16,active
CH4498,N045,Dr. Todd Grande (philosophy),https://www.youtube.com/@DrToddGrande,1000000,1500,50000,Monologue,en,US,Philosophical analysis of personality and behavior,2026-04-16,active
CH4499,N045,MedCircle (philosophical),https://www.youtube.com/@MedCircle,1500000,500,80000,Monologue/Interview,en,US,Philosophical approach to mental health understanding,2026-04-16,active
CH4500,N045,Lavendaire (philosophy),https://www.youtube.com/@Lavendaire,2000000,500,100000,Monologue,en,US,Life design philosophy and intentional living wisdom,2026-04-16,active
