channel_id,niche_id,channel_name,channel_url,subscriber_count,total_videos,avg_views,format_type,language,country,description,last_scraped,status
CH1925,N020,YourStory,https://www.youtube.com/channel/UC9pxOEHrjsl7YKBSc7sl_KQ,400000,2000,10000,Interview/Monologue,en,IN,Indian startup ecosystem stories and founder interviews,2026-04-16,active
CH1926,N020,The Startup Operator,https://www.youtube.com/channel/UCOt_E5G1aSN5xCe32tFeCaw,50000,100,8000,Monologue,en,US,Practical startup operations and growth tactics,2026-04-16,active
CH1927,N020,Houck,https://www.youtube.com/channel/UCH3Pc6A20J47Nzc41JG4xRQ,80000,150,15000,Monologue,en,US,Startup fundraising and VC pitching advice,2026-04-16,active
CH1928,N020,Female Startup Club,https://www.youtube.com/channel/UCIeqjd6tglzJ_jP2ZQkWYPQ,30000,200,5000,Interview/Monologue,en,AU,Women in startups interviews and business advice,2026-04-16,active
CH1929,N020,StartupClub,https://www.youtube.com/channel/UCWYJf_PtXMVGcRD7GdYY9jA,20000,300,3000,Monologue/Panel,en,US,Clubhouse originated startup community discussions,2026-04-16,active
CH1930,N020,Raw Startup,https://www.youtube.com/channel/UCHiSUe3Bo5cRMhE6BjttNUA,40000,100,10000,Monologue,en,US,Raw unfiltered founder stories and startup advice,2026-04-16,active
CH1931,N020,Startup Stories - TV,https://www.youtube.com/channel/UCnyQy0wD_LCZTlyFHnKIS7Q,300000,1000,15000,Interview/Monologue,en,IN,Indian startup founder interviews and stories,2026-04-16,active
CH1932,N020,Founderama With Mash Bonigala,https://www.youtube.com/channel/UCmVbvYtA8a__4P-7YXk9bIA,20000,100,5000,Interview/Monologue,en,US,Deep dives into founder journeys and branding,2026-04-16,active
CH1933,N020,Foundersuite,https://www.youtube.com/channel/UCcM6M4EEBj8lNn6CRqU3yEw,15000,200,3000,Monologue/Screencast,en,US,Startup fundraising tools and pitch advice,2026-04-16,active
CH1934,N020,InnMind,https://www.youtube.com/channel/UCKHiA-dJxESze4gFBxk3ygQ,20000,300,3000,Interview/Monologue,en,CH,Web3 and tech startup interviews and advice,2026-04-16,active
CH1935,N020,Startup Canada,https://www.youtube.com/channel/UCeZeIWVcA0LYAC6EmA4pRUg,15000,200,2000,Interview/Monologue,en,CA,Canadian startup ecosystem resources and stories,2026-04-16,active
CH1936,N020,Microsoft for Startups,https://www.youtube.com/channel/UCiIaRJRi67cRa1eegHhttvA,30000,200,5000,Monologue/Tutorial,en,US,Microsoft backed startup resources and tech education,2026-04-16,active
CH1937,N020,Startup Division,https://www.youtube.com/channel/UCw7M7Y-eQlJd3RODv_El4mg,15000,100,3000,Monologue,en,US,Startup strategy and early stage company building,2026-04-16,active
CH1938,N020,Startup Authority,https://www.youtube.com/channel/UCwHZNWLHHT9RlW4F80a9byQ,25000,150,5000,Monologue,en,US,Authority content on startup building and growth,2026-04-16,active
CH1939,N020,We FUCKIN Love Startups Podcast,https://www.youtube.com/channel/UCv7dZmtj4rqyCL8TUC7pnjg,10000,100,3000,Podcast/Monologue,en,US,Unfiltered startup podcast with founder interviews,2026-04-16,active
CH1940,N020,Springboard,https://www.youtube.com/channel/UCqd6TofKNjqagInm5Waeu7w,200000,500,10000,Monologue/Tutorial,en,US,Career and startup education platform content,2026-04-16,active
CH1941,N020,Eric Andrews - Startups,https://www.youtube.com/channel/UCbFgE0E04jowgQwixRNqR9g,15000,100,3000,Monologue,en,US,Startup founder advice and entrepreneurship tips,2026-04-16,active
CH1942,N020,Ande Lyons,https://www.youtube.com/channel/UCPmPJb4E0x0TeeTeAVQyNnw,10000,150,2000,Monologue/Interview,en,US,Startup community builder and mentor content,2026-04-16,active
CH1943,N020,Startup Selfie,https://www.youtube.com/channel/UCL6q8P_XrqRAV8u4TyyTIeg,8000,80,2000,Monologue,en,US,Behind the scenes of startup life and lessons,2026-04-16,active
CH1944,N020,StartUp Health,https://www.youtube.com/channel/UCvGIwxoZToGrDzz0fkPBihA,15000,200,3000,Interview/Monologue,en,US,Health tech startup stories and investment,2026-04-16,active
CH1945,N020,Business Bots,https://www.youtube.com/channel/UCo4wgJrQzl-OJTFYVdPY6Tw,20000,100,5000,Monologue,en,US,AI and automation for startups and business,2026-04-16,active
CH1946,N020,Why We Strive Podcast,https://www.youtube.com/channel/UCYGaqAGutVOGUeKE4wP07tA,10000,80,3000,Podcast/Monologue,en,US,Founder motivation and startup journey stories,2026-04-16,active
CH1947,N020,New Business Ideas,https://www.youtube.com/channel/UCr3GuyRSJO1yRwzTt5rzFWA,400000,500,30000,Monologue,en,US,Business ideas and startup concepts explained,2026-04-16,active
CH1948,N020,Startup Junkie,https://www.youtube.com/channel/UCqExEuOdzJWStrExSmv8d-g,8000,100,2000,Monologue,en,US,Early stage startup resources and mentoring,2026-04-16,active
CH1949,N020,Startup Founder World,https://www.youtube.com/channel/UCIsDqlIIRiyWhmcUHwtcseA,5000,50,2000,Monologue/Interview,en,US,Global startup founder community content,2026-04-16,active
CH1950,N020,StartUpNV,https://www.youtube.com/channel/UCtzyQRccQ5tF4efOc571M2w,5000,100,1500,Monologue/Panel,en,US,Nevada startup ecosystem events and education,2026-04-16,active
CH1951,N020,Startup Reine,https://www.youtube.com/channel/UCcKq_H5pWFHUXqPZkYnbplw,5000,80,2000,Monologue,en,FR,European startup ecosystem and founder advice,2026-04-16,active
CH1952,N020,Fundable Startups,https://www.youtube.com/channel/UCUZc2WMDaYWcFYZh9brd-vw,8000,100,2000,Monologue,en,US,Making your startup fundable and pitch ready,2026-04-16,active
CH1953,N020,Austin Tech Live,https://www.youtube.com/channel/UCzBbxWVAMkHdI-jbYKZD4fA,5000,80,1500,Monologue/Panel,en,US,Austin Texas tech and startup community events,2026-04-16,active
CH1954,N020,Startup Akademia,https://www.youtube.com/channel/UCBUAqzE7ERYf8jPqhQZu8qQ,10000,100,2000,Monologue/Lecture,en,PH,Southeast Asian startup education content,2026-04-16,active
CH1955,N020,Wayra Startups,https://www.youtube.com/channel/UCz5f3LXTskiI18zYOnuBLhQ,5000,50,1500,Monologue/Interview,en,ES,Telefonica backed global startup accelerator,2026-04-16,active
CH1956,N020,Unicorn Events,https://www.youtube.com/channel/UCaz1BsZ7j23DGnAFdxgirrA,5000,100,1500,Panel/Monologue,en,EU,European startup conference recordings,2026-04-16,active
CH1957,N020,Startup UMD Business Fundamentals,https://www.youtube.com/channel/UCjvZtuf0y0RYBxPFMfu6-qA,3000,50,1000,Lecture/Monologue,en,US,University of Maryland startup fundamentals,2026-04-16,active
CH1958,N020,Startup Luxembourg,https://www.youtube.com/channel/UCrysEMtATr6u9vAb7U_a5jg,3000,50,1000,Interview/Monologue,en,LU,Luxembourg startup ecosystem content,2026-04-16,active
CH1959,N020,Global Startup Awards,https://www.youtube.com/channel/UCbp-eOpe4MP95Sh8_GHXxSg,5000,50,2000,Panel/Monologue,en,EU,Global startup awards and recognition events,2026-04-16,active
CH1960,N020,Startup Stories with Sanjana,https://www.youtube.com/channel/UCCe1w2al41AGgD16hRNg3zw,10000,50,3000,Interview/Monologue,en,IN,Indian startup founder interview stories,2026-04-16,active
CH1961,N020,Tami Jaffe - Business Startup Help,https://www.youtube.com/channel/UCKRbbsDQR30wyiXWSrtGOQA,8000,100,2000,Monologue,en,US,Small business startup guidance and help,2026-04-16,active
CH1962,N020,StartUp Girl,https://www.youtube.com/channel/UCDrhBGwzHGl413xqpXv5tYA,5000,50,2000,Monologue,en,US,Female founder startup journey and tips,2026-04-16,active
CH1963,N020,Start Up Businesses On A Budget,https://www.youtube.com/channel/UCZxgpXVEwcp_CPG_7QYj9kw,15000,100,3000,Monologue,en,US,Budget friendly startup strategies,2026-04-16,active
CH1964,N020,Equidam,https://www.youtube.com/channel/UC8b0dMJe0E9RrMp1sK__MVA,5000,80,1500,Monologue/Screencast,en,NL,Startup valuation and fundraising education,2026-04-16,active
CH1965,N020,LatAm Startups,https://www.youtube.com/channel/UC7CKkbkQOvt0uf6QN1blqow,3000,50,1000,Interview/Monologue,en,CA,Latin American startup ecosystem content,2026-04-16,active
CH1966,N020,Startup Times,https://www.youtube.com/channel/UCKfuzYLm9Ve1pJM_6oI3dFQ,5000,80,1500,Monologue,en,IN,Indian startup news and founder stories,2026-04-16,active
CH1967,N020,Startup Network Europe,https://www.youtube.com/channel/UCZ2ueYhxdDIkJy-aGqkZXzA,3000,50,1000,Panel/Monologue,en,EU,European startup networking and events,2026-04-16,active
CH1968,N020,Linktree,https://www.youtube.com/channel/UC8We2IKQo4lbongz7uOn2vA,15000,50,5000,Monologue,en,AU,Creator economy and startup building tips,2026-04-16,active
CH1969,N020,Secfi,https://www.youtube.com/channel/UCorck6cRHCT_Ij2uhJFsW5g,5000,50,2000,Monologue,en,US,Maximizing equity for startup employees,2026-04-16,active
CH1970,N020,BMW Startup Garage,https://www.youtube.com/channel/UCZc4BtPyK6TRlSZBz2BMFAw,5000,30,2000,Interview/Monologue,en,DE,Corporate innovation and startup partnerships,2026-04-16,active
CH1971,N020,The Startup Tank Climate Tech,https://www.youtube.com/channel/UCzejYe3fk45-8Fdy_e1cp1A,3000,50,1000,Pitch/Monologue,en,US,Climate tech startup pitch show,2026-04-16,active
CH1972,N020,STARTUP AUTOBAHN,https://www.youtube.com/channel/UCRvI70vBDeU4vaU0pz_ylGg,5000,50,1500,Interview/Monologue,en,DE,Automotive startup innovation platform,2026-04-16,active
CH1973,N020,How to Start a Startup IIM Ahmedabad,https://www.youtube.com/channel/UCtiqGX-_f8kA0MZkQ4yPJ5g,20000,50,5000,Lecture/Monologue,en,IN,IIM Ahmedabad startup lecture series,2026-04-16,active
CH1974,N020,CredFlow,https://www.youtube.com/channel/UCqCqwop1oV7EraGP3Q1PlVw,10000,100,2000,Monologue,en,IN,Fintech startup for business cash flow,2026-04-16,active
CH1975,N020,Startup to Storefront,https://www.youtube.com/channel/UClNiaIiZoNzm42OOM269K5g,5000,50,2000,Monologue,en,US,Transitioning from online startup to retail,2026-04-16,active
CH1976,N020,Kerala Start-Up Mission,https://www.youtube.com/channel/UCGnD5pg8MOIetz93sEvCHbw,20000,200,3000,Monologue/Panel,en,IN,Kerala state startup ecosystem events,2026-04-16,active
CH1977,N020,Zolve,https://www.youtube.com/channel/UCxxRu5yen4ypp-dx-kXQ0zA,10000,50,3000,Monologue,en,IN,Cross border banking for startup founders,2026-04-16,active
CH1978,N020,mCaffeine,https://www.youtube.com/channel/UCBepWoxn8E1TQTdxsPgLX7Q,30000,100,10000,Monologue,en,IN,D2C startup brand building case study,2026-04-16,active
CH1979,N020,Cradlewise,https://www.youtube.com/channel/UCpXANJBx5nqRqH9xmgA2Fcg,10000,50,3000,Monologue,en,US,Hardware startup journey and baby tech,2026-04-16,active
CH1980,N020,START UP TV SHOW,https://www.youtube.com/channel/UChs7uu29xJdTlGK-RgRraig,5000,50,2000,Interview/Monologue,en,US,Startup TV show featuring founders,2026-04-16,active
CH1981,N020,Startup Grind Local,https://www.youtube.com/channel/UCHoMFGNx1BTCYNMO-L4mHYQ,8000,200,1500,Interview/Monologue,en,US,Local Startup Grind community events,2026-04-16,active
CH1982,N020,GaryVee Clips,https://www.youtube.com/@garyvee,4500000,3000,50000,Monologue,en,US,Short form startup and branding clips,2026-04-16,active
CH1983,N020,Naval - Podcast Clips,https://www.youtube.com/@naval,300000,100,200000,Monologue,en,US,Naval Ravikant startup and investing wisdom,2026-04-16,active
CH1984,N020,Inc. Magazine,https://www.youtube.com/@Inc,500000,2000,15000,Interview/Monologue,en,US,Inc magazine business and startup content,2026-04-16,active
CH1985,N020,Fast Company,https://www.youtube.com/@fastcompany,300000,1000,20000,Interview/Monologue,en,US,Innovation and startup stories from Fast Company,2026-04-16,active
CH1986,N020,TED Business,https://www.youtube.com/@TED,25000000,5000,500000,Monologue/Talk,en,US,TED talks on business and entrepreneurship,2026-04-16,active
CH1987,N020,Disrupt - TechCrunch,https://www.youtube.com/@TechCrunch,1500000,5000,10000,Panel/Pitch,en,US,TechCrunch startup conference content,2026-04-16,active
CH1988,N020,First Round Capital - In Depth,https://www.youtube.com/@FirstRoundCapital,50000,100,10000,Interview/Monologue,en,US,VC perspectives on startup building,2026-04-16,active
CH1989,N020,a16z (Andreessen Horowitz),https://www.youtube.com/@a16z,300000,500,20000,Monologue/Panel,en,US,Top VC firm sharing startup ecosystem insights,2026-04-16,active
CH1990,N020,Sequoia Capital,https://www.youtube.com/@sequoiacapital,100000,200,15000,Monologue/Interview,en,US,Leading VC firm startup education content,2026-04-16,active
CH1991,N020,The Hustle,https://www.youtube.com/@thehustle,200000,200,30000,Monologue,en,US,Business trends and startup analysis,2026-04-16,active
CH1992,N020,Starter Story,https://www.youtube.com/@starterstory,50000,200,10000,Interview/Monologue,en,US,How people start successful businesses,2026-04-16,active
CH1993,N020,The Futur - Chris Do,https://www.youtube.com/@thefutur,2500000,1500,50000,Monologue,en,US,Business strategy and creative entrepreneurship,2026-04-16,active
CH1994,N020,Marie Forleo,https://www.youtube.com/@marieforleo,800000,600,30000,Monologue,en,US,Business and personal development for entrepreneurs,2026-04-16,active
CH1995,N020,Bedros Keuilian,https://www.youtube.com/@bedroskeuilian,200000,500,10000,Monologue,en,US,Business coaching and leadership for entrepreneurs,2026-04-16,active
CH1996,N020,Graham Stephan (Business),https://www.youtube.com/@GrahamStephan,4500000,800,500000,Monologue,en,US,Finance and entrepreneurship content,2026-04-16,active
CH1997,N020,Codie Sanchez,https://www.youtube.com/@CodieSanchez,1500000,300,200000,Monologue,en,US,Buying boring businesses and contrarian investing,2026-04-16,active
CH1998,N020,Simon Sinek,https://www.youtube.com/@SimonSinek,5000000,500,300000,Monologue/Talk,en,US,Start with why leadership and business philosophy,2026-04-16,active
CH1999,N020,Evan Carmichael,https://www.youtube.com/@EvanCarmichael,3500000,5000,30000,Monologue,en,CA,Entrepreneurship motivation and startup lessons,2026-04-16,active
CH2000,N020,Matt Gray,https://www.youtube.com/@mattgray1,500000,200,50000,Monologue,en,US,Founder-led content and startup growth systems,2026-04-16,active
