channel_id,niche_id,channel_name,channel_url,subscriber_count,total_videos,avg_views,format_type,language,country,description,last_scraped,status
CH2815,N029,Bryan Marks (YouTube Growth),https://www.youtube.com/@BryanMarks,100000,200,10000,Monologue,en,US,YouTube growth for creators,2026-04-16,active
CH2816,N029,Tim Schmoyer - Video Creators,https://www.youtube.com/@VideoCreators,600000,500,15000,Monologue,en,US,YouTube strategy and audience growth,2026-04-16,active
CH2817,N029,Vanessa Lau (YouTube),https://www.youtube.com/@VanessaLau,600000,300,30000,Monologue,en,CA,YouTube growth for coaches and creators,2026-04-16,active
CH2818,N029,Creator Insider,https://www.youtube.com/@CreatorInsider,800000,300,30000,Monologue,en,US,Official YouTube insider tips and updates,2026-04-16,active
CH2819,N029,YouTube Creators,https://www.youtube.com/@YouTubeCreators,3000000,500,100000,Monologue/Tutorial,en,US,Official YouTube creator education,2026-04-16,active
CH2820,N029,Grow with Video - Evan Carmichael,https://www.youtube.com/@EvanCarmichael,3500000,5000,30000,Monologue,en,CA,YouTube growth and motivation,2026-04-16,active
CH2821,N029,Gillian Perkins (YouTube),https://www.youtube.com/@GillianPerkins,500000,400,20000,Monologue,en,US,YouTube as an online business platform,2026-04-16,active
CH2822,N029,Justin Brown - Primal Video,https://www.youtube.com/@PrimalVideo,1000000,500,30000,Monologue/Tutorial,en,AU,Video creation tools and YouTube tips,2026-04-16,active
CH2823,N029,Sean Cannell (Personal),https://www.youtube.com/@SeanCannell,200000,200,15000,Monologue,en,US,YouTube strategy and creator lifestyle,2026-04-16,active
CH2824,N029,Shelby Church (Creator Econ),https://www.youtube.com/@ShelbyChurch,1500000,300,200000,Monologue,en,US,YouTube income transparency and creator life,2026-04-16,active
CH2825,N029,Dan Koe,https://www.youtube.com/@DanKoe,1500000,200,200000,Monologue,en,US,One person business and creator monetization,2026-04-16,active
CH2826,N029,Pat Flynn (YouTube Growth),https://www.youtube.com/@patflynn,900000,800,30000,Monologue,en,US,YouTube as a business platform,2026-04-16,active
CH2827,N029,Hasan Toor,https://www.youtube.com/@HasanToor,200000,200,15000,Monologue,en,US,YouTube automation and faceless channels,2026-04-16,active
CH2828,N029,Jenny Hoyos,https://www.youtube.com/@JennyHoyos,1000000,100,500000,Monologue,en,US,YouTube Shorts expert and viral strategy,2026-04-16,active
CH2829,N029,Nolan Molt,https://www.youtube.com/@NolanMolt,200000,200,15000,Monologue,en,US,YouTube growth tips for small channels,2026-04-16,active
CH2830,N029,Jake Thomas - Creator Hooks,https://www.youtube.com/@JakeThomas,100000,100,15000,Monologue,en,US,YouTube titles and hooks optimization,2026-04-16,active
CH2831,N029,Anna Tyrie,https://www.youtube.com/@AnnaTyrie,100000,200,10000,Monologue,en,UK,YouTube growth for female creators,2026-04-16,active
CH2832,N029,Benji Travis,https://www.youtube.com/@BenjiTravis,500000,500,15000,Monologue,en,US,YouTube creator tips and monetization,2026-04-16,active
CH2833,N029,Aprilynne Alter,https://www.youtube.com/@AprilynneAlter,200000,200,20000,Monologue,en,US,YouTube growth experiments and strategy,2026-04-16,active
CH2834,N029,Creator Now,https://www.youtube.com/@CreatorNow,50000,100,5000,Monologue,en,US,YouTube creator education and tools,2026-04-16,active
CH2835,N029,Benjamin Tobin,https://www.youtube.com/@BenjaminTobin,50000,100,5000,Monologue,en,US,YouTube analytics and growth strategies,2026-04-16,active
CH2836,N029,Jay Clouse - Creator Science,https://www.youtube.com/@JayClouse,100000,200,10000,Monologue,en,US,Science of being a creator and monetization,2026-04-16,active
CH2837,N029,Tom Ross - Design Cuts,https://www.youtube.com/@TomRoss,50000,200,3000,Monologue,en,UK,Creator economy and community building,2026-04-16,active
CH2838,N029,Marina Mogilko,https://www.youtube.com/@MarinaMogilko,1000000,300,30000,Monologue,en,US,YouTube growth as non-English creator,2026-04-16,active
CH2839,N029,Jade Darmawangsa (YouTube),https://www.youtube.com/@JadeDarmawangsa,500000,200,30000,Monologue,en,US,YouTube and social media growth,2026-04-16,active
CH2840,N029,Graham Cochrane (YouTube),https://www.youtube.com/@GrahamCochrane,300000,300,15000,Monologue,en,US,YouTube as a creator business,2026-04-16,active
CH2841,N029,Jessica Stansberry (YouTube),https://www.youtube.com/@JessicaStansberry,100000,400,5000,Monologue,en,US,YouTube strategy for businesses,2026-04-16,active
CH2842,N029,Think Media Podcast,https://www.youtube.com/@ThinkMediaPodcast,100000,200,10000,Podcast/Monologue,en,US,YouTube and creator economy podcast,2026-04-16,active
CH2843,N029,Tasty Edits,https://www.youtube.com/@TastyEdits,200000,200,20000,Monologue/Tutorial,en,US,YouTube editing and content optimization,2026-04-16,active
CH2844,N029,Justin Moore - Creator Wizard,https://www.youtube.com/@CreatorWizard,100000,100,10000,Monologue,en,US,Sponsorship and brand deal negotiation,2026-04-16,active
CH2845,N029,Spenser Nuzzi,https://www.youtube.com/@SpenserNuzzi,50000,100,5000,Monologue,en,US,YouTube thumbnails and CTR optimization,2026-04-16,active
CH2846,N029,Creator Booth,https://www.youtube.com/@CreatorBooth,100000,100,10000,Monologue,en,UK,YouTube content creation education,2026-04-16,active
CH2847,N029,Dylan Reese,https://www.youtube.com/@DylanReese,50000,100,5000,Monologue,en,US,YouTube cash cow channels and automation,2026-04-16,active
CH2848,N029,Dan Rhodes (Creator Tips),https://www.youtube.com/@DanRhodes,10000000,500,5000000,Monologue/Creative,en,UK,YouTube Shorts virality and magic content,2026-04-16,active
CH2849,N029,Zach King (Strategy),https://www.youtube.com/@ZachKing,25000000,300,5000000,Monologue/Creative,en,US,Viral content creation master,2026-04-16,active
CH2850,N029,1 Minute Media - YouTube Tips,https://www.youtube.com/@1MinuteMedia,30000,100,3000,Monologue,en,US,Quick YouTube tips and strategy,2026-04-16,active
CH2851,N029,Mike Shake,https://www.youtube.com/@MikeShake,50000,100,5000,Monologue,en,US,YouTube automation and cash cow channels,2026-04-16,active
CH2852,N029,Dave Nick,https://www.youtube.com/@DaveNick,500000,500,20000,Monologue,en,RS,YouTube monetization and online income,2026-04-16,active
CH2853,N029,Tommy Dillion,https://www.youtube.com/@TommyDillion,50000,100,5000,Monologue,en,US,YouTube growth hacks and strategies,2026-04-16,active
CH2854,N029,Greg Preece,https://www.youtube.com/@GregPreece,50000,100,5000,Monologue,en,UK,YouTube and podcast growth,2026-04-16,active
CH2855,N029,Luria Petrucci - Live Streaming,https://www.youtube.com/@LuriaPetrucci,100000,500,5000,Monologue,en,US,YouTube live streaming strategy,2026-04-16,active
CH2856,N029,Caleb Boxx,https://www.youtube.com/@CalebBoxx,100000,200,8000,Monologue,en,US,YouTube strategy and reaction content,2026-04-16,active
CH2857,N029,VidSummit,https://www.youtube.com/@VidSummit,30000,100,3000,Monologue/Panel,en,US,YouTube conference recordings and tips,2026-04-16,active
CH2858,N029,Social Blade,https://www.youtube.com/@SocialBlade,200000,100,20000,Monologue/Screencast,en,US,YouTube analytics and channel statistics,2026-04-16,active
CH2859,N029,Aurelius Tjin (YouTube),https://www.youtube.com/@AureliusTjin,200000,500,8000,Monologue,en,AU,YouTube monetization tutorials,2026-04-16,active
CH2860,N029,Jessica Os - YouTube Tips,https://www.youtube.com/@JessicaOs,50000,100,5000,Monologue,en,US,YouTube tips for women creators,2026-04-16,active
CH2861,N029,Ali Mirza - YouTube Growth,https://www.youtube.com/@AliMirza,30000,100,3000,Monologue,en,US,YouTube channel growth coaching,2026-04-16,active
CH2862,N029,Louise Henry - YouTube Biz,https://www.youtube.com/@LouiseHenry,50000,200,3000,Monologue,en,AU,YouTube for online business owners,2026-04-16,active
CH2863,N029,Omar El-Takrori,https://www.youtube.com/@OmarElTakrori,200000,200,15000,Monologue,en,US,YouTube thumbnails and design tips,2026-04-16,active
CH2864,N029,Brian G Johnson TV,https://www.youtube.com/@BrianGJohnsonTV,200000,500,8000,Monologue,en,US,YouTube algorithm and growth tactics,2026-04-16,active
CH2865,N029,Darrel Wilson (YouTube),https://www.youtube.com/@DarrelWilson,400000,400,20000,Monologue/Tutorial,en,US,YouTube channel setup and growth,2026-04-16,active
CH2866,N029,Trevis Louie,https://www.youtube.com/@TrevisLouie,30000,100,3000,Monologue,en,US,YouTube thumbnail and design optimization,2026-04-16,active
CH2867,N029,Learn With Shopify (Creator),https://www.youtube.com/@LearnWithShopify,100000,200,5000,Monologue,en,CA,Creator monetization and Shopify tools,2026-04-16,active
CH2868,N029,Creator Economics,https://www.youtube.com/@CreatorEconomics,30000,50,5000,Monologue,en,US,Economics of being a YouTube creator,2026-04-16,active
CH2869,N029,The Publish Press,https://www.youtube.com/@ThePublishPress,100000,200,10000,Monologue,en,US,Creator economy news and analysis,2026-04-16,active
CH2870,N029,Simon Clark PhD,https://www.youtube.com/@SimonClark,500000,200,30000,Monologue,en,UK,Creator life and YouTube science,2026-04-16,active
CH2871,N029,Creator Campfire,https://www.youtube.com/@CreatorCampfire,20000,50,3000,Monologue,en,US,Creator community and growth tips,2026-04-16,active
CH2872,N029,Kaz - YouTube Growth,https://www.youtube.com/@Kaz,50000,100,5000,Monologue,en,US,YouTube growth hacking strategies,2026-04-16,active
CH2873,N029,Daniel Batal,https://www.youtube.com/@DanielBatal,200000,100,30000,Monologue,en,US,YouTube content creation and editing,2026-04-16,active
CH2874,N029,Vance - YouTube Tips,https://www.youtube.com/@VanceTips,30000,80,3000,Monologue,en,US,Practical YouTube growth tips,2026-04-16,active
CH2875,N029,Rosanna Pansino (Creator Advice),https://www.youtube.com/@RosannaPansino,14000000,800,500000,Monologue,en,US,Established creator sharing growth insights,2026-04-16,active
CH2876,N029,Creator CLO - Andrew Kamphey,https://www.youtube.com/@AndrewKamphey,30000,200,3000,Monologue,en,US,YouTube newsletter and creator education,2026-04-16,active
CH2877,N029,Matt Gielen - Little Monster Media,https://www.youtube.com/@MattGielen,30000,50,5000,Monologue,en,US,YouTube algorithm expert and strategist,2026-04-16,active
CH2878,N029,Airrack (Creator Insights),https://www.youtube.com/@Airrack,15000000,500,3000000,Monologue/Creative,en,US,YouTube challenge creator and growth master,2026-04-16,active
CH2879,N029,Tim Schmoyer Clips,https://www.youtube.com/@VideoCreatorsClips,50000,300,5000,Monologue,en,US,Short YouTube growth tips clips,2026-04-16,active
CH2880,N029,Todd Beaupre (YouTube Product),https://www.youtube.com/@ToddBeaupre,20000,30,5000,Monologue,en,US,YouTube product lead sharing insights,2026-04-16,active
CH2881,N029,The Right Content,https://www.youtube.com/@TheRightContent,50000,100,5000,Monologue,en,US,YouTube content strategy and ideas,2026-04-16,active
CH2882,N029,Morning Fame,https://www.youtube.com/@MorningFame,30000,50,5000,Monologue/Screencast,en,DE,YouTube analytics and growth tool,2026-04-16,active
CH2883,N029,Kimberly Ann Jimenez,https://www.youtube.com/@KimberlyAnnJimenez,100000,300,5000,Monologue,en,US,YouTube marketing for entrepreneurs,2026-04-16,active
CH2884,N029,Stephanie Kase (YouTube),https://www.youtube.com/@StephanieKase,100000,200,8000,Monologue,en,US,YouTube and social media growth,2026-04-16,active
CH2885,N029,Sara Dietschy,https://www.youtube.com/@SaraDietschy,800000,500,50000,Monologue,en,US,Creator tech and YouTube content strategy,2026-04-16,active
CH2886,N029,Oliur - Refined,https://www.youtube.com/@Oliur,500000,300,30000,Monologue,en,UK,Creator workflow and YouTube production,2026-04-16,active
CH2887,N029,Hayls World,https://www.youtube.com/@HaylsWorld,300000,200,20000,Monologue,en,US,YouTube income reports and creator life,2026-04-16,active
CH2888,N029,Vanessa Hill - BrainCraft,https://www.youtube.com/@BrainCraft,500000,200,30000,Monologue,en,AU,YouTube science creator economy insights,2026-04-16,active
CH2889,N029,Video Creators Podcast,https://www.youtube.com/@VideoCreatorsPod,30000,200,3000,Podcast/Monologue,en,US,YouTube strategy podcast episodes,2026-04-16,active
CH2890,N029,Roberto Blake Clips,https://www.youtube.com/@RobertoBlakeClips,50000,500,3000,Monologue,en,US,Short form creator advice clips,2026-04-16,active
CH2891,N029,Zoe Sugg (Creator Tips),https://www.youtube.com/@Zoella,10000000,500,100000,Monologue,en,UK,OG YouTuber sharing growth insights,2026-04-16,active
CH2892,N029,Pat Wall - Starter Story,https://www.youtube.com/@PatWall,30000,50,5000,Monologue,en,US,Creator business and monetization stories,2026-04-16,active
CH2893,N029,Nathan Barry (Creator Econ),https://www.youtube.com/@NathanBarry,30000,100,5000,Monologue,en,US,Creator economy and newsletter growth,2026-04-16,active
CH2894,N029,Peter McKinnon (Creator Tips),https://www.youtube.com/@PeterMcKinnon,6000000,500,500000,Monologue,en,CA,YouTube filmmaking and creator growth,2026-04-16,active
CH2895,N029,Matt D'Avella (Creator Biz),https://www.youtube.com/@MattDAvella,4000000,300,500000,Monologue,en,US,Creator business and minimalist YouTube,2026-04-16,active
CH2896,N029,Thomas Frank (Creator),https://www.youtube.com/@ThomasFrank,3000000,400,100000,Monologue,en,US,YouTube productivity creator economy,2026-04-16,active
CH2897,N029,Brett Malinowski,https://www.youtube.com/@BrettMalinowski,200000,100,30000,Monologue,en,US,AI for YouTube creators and automation,2026-04-16,active
CH2898,N029,Max Demarets,https://www.youtube.com/@MaxDemarets,100000,100,10000,Monologue,en,US,YouTube shorts and faceless channels,2026-04-16,active
CH2899,N029,MrBeast (Creator Insights),https://www.youtube.com/@MrBeast,300000000,800,50000000,Monologue/Creative,en,US,Most subscribed creator YouTube strategy,2026-04-16,active
CH2900,N029,Austin Zaback (YouTube),https://www.youtube.com/@AustinZaback,100000,200,10000,Monologue,en,US,YouTube channel experiments and income,2026-04-16,active
